name_x,id,episode_id,season_number,episode_number,air_date,name_y,overview,vote_average,vote_count
Star Trek: The Next Generation,655,37154,5,24,1992-05-18,The Next Phase,"Stardate: 45092.4. While the Enterprise helps a Romulan science vessel, an accident occurs which forces Geordi LaForge and Ro Laren slightly out of 'phase', causing them to become undetectable to everyone but each other. As a result, the crew thinks they are dead and make arrangements for their funerals, even though they are closer than the crew realise.",7.6,28
Star Trek: The Next Generation,655,37155,5,25,1992-06-01,The Inner Light,"Stardate: 45944.1. Picard is struck by an energy beam from an alien probe, which renders him unconscious and places him in the life of a citizen on the planet Kataan, with his memory of the Enterprise intact.  Although he searches for a way to return, he finally decides to live his life with his Kataan wife, have children & grandchildren, learning to play a flute and completely immersing in the Kataan culture. He finds the planet is dying due to an imbalance of its sun.  With no way to evacuate the planet's people, the government builds a probe which will tell others how they lived.  The same probe that Picard met.  Picard wakes to find himself back on the Enterprise having lived an entire lifetime in just minutes.  The probe, having disgorged its memories, gives one last gift:  the flute (which shows up in later episodes.)",8.2,39
Star Trek: The Next Generation,655,37156,5,26,1992-06-15,Time's Arrow (1),"Stardate: 45959.1. Data's head is uncovered in an archaeological dig on Earth, where evidence is also found that aliens may have been on Earth as early as the 19th Century. Using modified technology, an away team follows Data into the late 1890s to investigate.",7.3,29
Star Trek: The Next Generation,655,37181,6,1,1992-09-21,Time's Arrow (2),Stardate: 46001.3. The away team's investigations are hampered by a nosy Samuel Clemens. Picard discovers that he originally met Guinan in the 1890s on Earth.,7.2,28
Star Trek: The Next Generation,655,37159,6,2,1992-09-28,Realm of Fear,Stardate: 46041.4. Lt. Barclay's fear of using transporters is eerily justified when he sees bizarre aliens within the transporter beam.,6.4,26
Star Trek: The Next Generation,655,37160,6,3,1992-10-05,Man of the People,"Stardate: 46071.6. Deanna becomes attracted to an alien ambassador. Shortly thereafter, she starts ageing rapidly and starts becoming violent.",5.4,24
Star Trek: The Next Generation,655,37161,6,4,1992-10-12,Relics,"Stardate: 46125.3. Montgomery 'Scotty' Scott is discovered suspended in a transporter beam 75 years after he disappeared. After the Enterprise crew re-materialise him, he has a hard time adjusting to the new society.",7.4,27
Star Trek: The Next Generation,655,37162,6,5,1992-10-19,Schisms,Stardate: 46154.2. Members of the crew are secretly abducted from the Enterprise to be used in bizarre experiments where they are dismembered and re-assembled without anyone's knowledge - including their own. The only signs that anything is wrong is a strange form of tiredness and no recollection of having slept well the night before.,7.1,28
Star Trek: The Next Generation,655,37163,6,6,1992-10-26,True Q,Stardate: 46192.3. A young intern visiting the Enterprise captures the interest of Q when she starts displaying Q-like powers.,6.7,25
Star Trek: The Next Generation,655,37164,6,7,1992-11-02,Rascals,"Stardate: 46235.7. A transporter accident transforms Picard, Ro Laren, Guinan and Keiko O'Brien into small children who appear to be about 12 years old. Matters are complicated when the Ferengi seize the Enterprise.",6.8,29
Star Trek: The Next Generation,655,37165,6,8,1992-11-09,A Fistful of Datas,"Stardate: 46271.5. Worf and his son, Alexander, become trapped in the holodeck when their Wild West program malfunctions. However, they must find a way to defeat the holographic bandits who have Data's appearance and abilities.",6.3,27
Star Trek: The Next Generation,655,37166,6,9,1992-11-16,The Quality of Life,Stardate: 46315.2. Data discovers that the maintenance robots built by Dr. Farallon may have become sentient.,6.9,27
Star Trek: The Next Generation,655,37167,6,10,1992-12-14,Chain of Command (1),Stardate: 46357.4. Picard resigns as Captain of the Enterprise to lead a top-secret espionage mission into Cardassia with Worf and Dr. Crusher.,7.3,28
Star Trek: The Next Generation,655,37182,6,11,1992-12-21,Chain of Command (2),"Stardate: 46360.8. Picard is captured and tortured by the Cardassians, while Riker tries to prevent a Federation attack on Cardassia.",8.0,29
Star Trek: The Next Generation,655,37168,6,12,1993-01-25,Ship in a Bottle,"Stardate: 46424.1. While performing holodeck maintenance, Barclay accesses the stored hologram of Professor Moriarty, who wreaks havoc on board the Enterprise.",7.7,29
Star Trek: The Next Generation,655,37169,6,13,1993-02-01,Aquiel,Stardate: 46461.3. Geordie falls in love with a lieutenant who is the prime suspect in a murder case.,5.7,27
Star Trek: The Next Generation,655,37170,6,14,1993-02-08,Face of the Enemy,Stardate: 46519.1. Troi is abducted and surgically altered by the Romulans as part of a ploy to smuggle intelligence operatives into the Federation.,7.0,26
Star Trek: The Next Generation,655,37171,6,15,1993-02-15,Tapestry,"Stardate: Unknown. A mortally wounded Picard is forced into re-living a time of his life when he was back in Starfleet Academy, with the intervention of Q.",7.6,30
Star Trek: The Next Generation,655,37172,6,16,1993-02-22,Birthright (1),"Stardate: 46578.4. While visiting Deep Space Nine, Worf learns that his father is still alive and being held captive in a secret Romulan prison camp.",6.5,25
Star Trek: The Next Generation,655,37183,6,17,1993-03-01,Birthright (2),Stardate: 46759.2. Worf is captured by the Romulans where he learns why the other captives did not attempt an escape years before.,6.5,25
Star Trek: The Next Generation,655,37173,6,18,1993-03-29,Starship Mine,"Stardate: 46682.4. The crew evacuates the Enterprise when the ship needs to be cleaned of particles that have built up over the ship's hull. However, Picard accidentally stumbles over a terrorist group who plan on destroying the ship. He only has a short time to stop their attempts before the ship is swept by a beam of radiation to remove the particles that is lethal to all forms of life.",6.9,26
Star Trek: The Next Generation,655,37174,6,19,1993-04-05,Lessons,Stardate: 46693.1. Picard must choose between love and command when he must make a decision that could place the woman he loves in a potentially deadly and high-risk mission.,6.2,25
Star Trek: The Next Generation,655,37175,6,20,1993-04-26,The Chase,"Stardate: 46731.5. Picard's old archaeology professor is found murdered, the crew try to complete his research. Soon, the crew must compete with Romulans and Klingons and Cardassians to uncover the truth behind his discoveries.",6.9,27
Star Trek: The Next Generation,655,37058,6,21,1993-05-03,Frame of Mind,Stardate: 46778.1. Riker questions his sanity when his reality seems to shift between an alien psychiatric hospital and a play he is performing with other members of the crew.,7.4,27
Star Trek: The Next Generation,655,37176,6,22,1993-05-10,Suspicions,Stardate: 46830.1. Dr. Crusher puts her career on the line when she tries to clear the name of a murdered scientist whose invention could allow starships to pass through a sun's corona.,6.1,24
Star Trek: The Next Generation,655,37177,6,23,1993-05-17,Rightful Heir,"Stardate: 46852.2. While on a quest to summon a vision of Kahless, Worf questions his faith when the real Kahless rises from the dead to lead the Empire.",6.5,24
Star Trek: The Next Generation,655,37178,6,24,1993-05-24,Second Chances,"Stardate: 46915.2. Riker discovers that eight years ago, an exact clone of him was created when he beamed through a planet's surface while returning to his starship. This clone, named Thomas Riker, has secretly remained on the planet for the past eight years, and still has romantic feelings for Troi.",6.5,28
Star Trek: The Next Generation,655,37179,6,25,1993-06-14,Timescape,"Stardate: 46944.2. Picard, Geordi, Troi and Data return from a Federation conference to find the Enterprise frozen in time and under attack from a frozen Romulan Warbird.",7.6,29
Star Trek: The Next Generation,655,37180,6,26,1993-06-21,Descent (1),Stardate: 46982.1. The Borg return to threaten the Federation under the new leadership of Lore. Data experiences a disturbing facet of human emotions - he feels pleasure after killing a Borg drone.,7.3,26
Star Trek: The Next Generation,655,37184,7,1,1993-09-20,Descent (2),"Stardate: 47025.4. Data abducts Picard, Troi and Geordi and holds them prisoners of the Borg, while he derives pleasure from being evil. Dr. Crusher is left in command of the Enterprise as it comes under attack from a Borg vessel.",6.9,26
Star Trek: The Next Generation,655,37185,7,2,1993-09-27,Liaisons,"Stardate: Unknown. During an exchange program, Picard's shuttle crashes on an unknown planet where he is rescued by the sole survivor of another crash.",6.0,25
Star Trek: The Next Generation,655,37186,7,3,1993-10-04,Interface,Stardate: 47215.5. Geordi defies direct orders from Captain Picard in an attempt to rescue his mother who had recently been reported as missing.,5.7,25
Star Trek: The Next Generation,655,37187,7,4,1993-10-11,Gambit (1),"Stardate: 47135.2. An away team investigates the apparent death of Jean-Luc Picard who was supposedly killed in a bar fight. When Riker is abducted by a band of criminals who loot archaeological digs, he is shocked to find Picard alive and well, and undercover as a renegade archaeologist.",6.7,25
Star Trek: The Next Generation,655,37188,7,5,1993-10-18,Gambit (2),Stardate: 47160.1. Picard and Riker covertly work together in an attempt to find out why the criminals are looting archaeological digs.,6.8,25
Star Trek: The Next Generation,655,37189,7,6,1993-10-25,Phantasms,Stardate: 47225.7. Data's new dream subroutine causes him to experience nightmares which provide a unique insight into strange events that are occurring on board the Enterprise.,6.8,26
Star Trek: The Next Generation,655,37190,7,7,1993-11-01,Dark Page,"Stardate: 47254.1. Lwaxana Troi collapses with a repressed memory related illness. Her only chance for survival is if Deanna can probe her subconscious and find out what is killing her. However, the secret Lwaxana holds is deeper than Deanna imagined.",5.583,24
Star Trek: The Next Generation,655,37191,7,8,1993-11-08,Attached,"Stardate: 47304.2. While on a a diplomatic mission, Dr. Crusher and Picard are captured and imprisoned. As a result, they are linked together via a telepathic device.",6.4,25
Star Trek: The Next Generation,655,37192,7,9,1993-11-15,Force of Nature,Stardate: 47310.2. The Enterprise is drawn to a region of space where many starships have been mysteriously disabled. They soon learn that a brother and sister team has been working together to bring attention to the fact that frequent high-warp travel is damaging the very fabric of space/time.,6.0,26
Star Trek: The Next Generation,655,37193,7,10,1993-11-22,Inheritance,Stardate: 47410.2. Data is disturbed by the claims of a woman who says she is Noonien Soong's ex-wife.,6.8,28
Star Trek: The Next Generation,655,37194,7,11,1993-11-29,Parallels,Stardate: 47391.2. Worf returns from a Klingon competition to find that he is shifting through different realities.,7.7,30
Star Trek: The Next Generation,655,37195,7,12,1994-01-17,The Pegasus,"Stardate: 47457.1. Riker is placed on a covert mission to find the missing starship he was once a member aboard, but the mission holds a secret that could destroy the peace treaty between the Federation and the Romulans.",7.1,27
